locality,openingRate,date,weekOfYear,isDateAfterMarch,country,isRateOverLastYear,cumulativePositiveRate,localityPosition,holidayName
Australia,-3.0,2020-02-18,8,No,Australia,No,-8782.130000000006,2,
Australia,-6.0,2020-02-19,8,No,Australia,No,-8782.130000000006,2,
Australia,-3.0,2020-02-20,8,No,Australia,No,-8782.130000000006,2,
Australia,-1.0,2020-02-21,8,No,Australia,No,-8782.130000000006,2,
Australia,0.0,2020-02-22,8,No,Australia,No,-8782.130000000006,2,
Australia,0.0,2020-02-23,8,No,Australia,No,-8782.130000000006,2,
Australia,0.0,2020-02-24,9,No,Australia,No,-8782.130000000006,2,
Australia,-2.0,2020-02-25,9,No,Australia,No,-8782.130000000006,2,Carnival / Shrove Tuesday
Australia,-2.0,2020-02-26,9,No,Australia,No,-8782.130000000006,2,Ash Wednesday
Australia,-7.0,2020-02-27,9,No,Australia,No,-8782.130000000006,2,
Australia,0.0,2020-02-28,9,No,Australia,No,-8782.130000000006,2,
Australia,-1.0,2020-02-29,9,No,Australia,No,-8782.130000000006,2,
Australia,4.0,2020-03-01,9,No,Australia,No,-8782.130000000006,2,
Australia,-12.0,2020-03-02,10,No,Australia,No,-8782.130000000006,2,
Australia,-6.0,2020-03-03,10,No,Australia,No,-8782.130000000006,2,
Australia,-12.0,2020-03-04,10,No,Australia,No,-8782.130000000006,2,
Australia,-8.0,2020-03-05,10,No,Australia,No,-8782.130000000006,2,
Australia,-6.0,2020-03-06,10,No,Australia,No,-8782.130000000006,2,Foundation Day
Australia,-3.0,2020-03-07,10,No,Australia,No,-8782.130000000006,2,
Australia,-4.0,2020-03-08,10,No,Australia,No,-8782.130000000006,2,
Australia,-10.0,2020-03-09,11,No,Australia,No,-8782.130000000006,2,Eight Hours Day
Australia,-4.0,2020-03-10,11,No,Australia,No,-8782.130000000006,2,Purim
Australia,-10.0,2020-03-11,11,No,Australia,No,-8782.130000000006,2,
Australia,-12.0,2020-03-12,11,No,Australia,No,-8782.130000000006,2,
Australia,-8.0,2020-03-13,11,No,Australia,No,-8782.130000000006,2,
Australia,-11.0,2020-03-14,11,No,Australia,No,-8782.130000000006,2,
Australia,-12.0,2020-03-15,11,No,Australia,No,-8782.130000000006,2,
Australia,-30.0,2020-03-16,12,No,Australia,No,-8782.130000000006,2,Labour Day
Australia,-43.0,2020-03-17,12,No,Australia,No,-8782.130000000006,2,St Patrick's Day
Australia,-50.0,2020-03-18,12,No,Australia,No,-8782.130000000006,2,
Australia,-53.0,2020-03-19,12,No,Australia,No,-8782.130000000006,2,National Close the Gap Day
Australia,-51.67,2020-03-20,12,No,Australia,No,-8782.130000000006,2,March Equinox
Australia,-53.61,2020-03-21,12,No,Australia,No,-8782.130000000006,2,Harmony Day
Australia,-65.53,2020-03-22,12,No,Australia,No,-8782.130000000006,2,Isra and Mi'raj
Australia,-99.82,2020-03-23,13,No,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-03-24,13,No,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-03-25,13,No,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-03-26,13,No,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-03-27,13,No,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-03-28,13,No,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-03-29,13,No,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-03-30,14,No,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-03-31,14,No,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-01,14,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-02,14,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-03,14,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-04,14,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-05,14,Yes,Australia,No,-8782.130000000006,2,Daylight Saving Time ends
Australia,-100.0,2020-04-06,15,Yes,Australia,No,-8782.130000000006,2,Self Determination Day
Australia,-100.0,2020-04-07,15,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-08,15,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-09,15,Yes,Australia,No,-8782.130000000006,2,Maundy Thursday
Australia,-100.0,2020-04-10,15,Yes,Australia,No,-8782.130000000006,2,Good Friday
Australia,-100.0,2020-04-11,15,Yes,Australia,No,-8782.130000000006,2,Holy Saturday
Australia,-100.0,2020-04-12,15,Yes,Australia,No,-8782.130000000006,2,Easter Sunday
Australia,-100.0,2020-04-13,16,Yes,Australia,No,-8782.130000000006,2,Easter Monday
Australia,-100.0,2020-04-14,16,Yes,Australia,No,-8782.130000000006,2,Easter Tuesday
Australia,-100.0,2020-04-15,16,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-16,16,Yes,Australia,No,-8782.130000000006,2,Last day of Passover
Australia,-100.0,2020-04-17,16,Yes,Australia,No,-8782.130000000006,2,Orthodox Good Friday
Australia,-100.0,2020-04-18,16,Yes,Australia,No,-8782.130000000006,2,Orthodox Holy Saturday
Australia,-100.0,2020-04-19,16,Yes,Australia,No,-8782.130000000006,2,Orthodox Easter
Australia,-100.0,2020-04-20,17,Yes,Australia,No,-8782.130000000006,2,Orthodox Easter Monday
Australia,-100.0,2020-04-21,17,Yes,Australia,No,-8782.130000000006,2,Yom HaShoah
Australia,-100.0,2020-04-22,17,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-23,17,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-24,17,Yes,Australia,No,-8782.130000000006,2,Ramadan Start
Australia,-100.0,2020-04-25,17,Yes,Australia,No,-8782.130000000006,2,ANZAC Day
Australia,-100.0,2020-04-26,17,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-27,18,Yes,Australia,No,-8782.130000000006,2,ANZAC Day Observed
Australia,-100.0,2020-04-28,18,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-04-29,18,Yes,Australia,No,-8782.130000000006,2,Yom HaAtzmaut
Australia,-100.0,2020-04-30,18,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-01,18,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-02,18,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-03,18,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-04,19,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-05,19,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-06,19,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-07,19,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-08,19,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-09,19,Yes,Australia,No,-8782.130000000006,2,
Australia,-100.0,2020-05-10,19,Yes,Australia,No,-8782.130000000006,2,Mother's Day
Australia,-98.51,2020-05-11,20,Yes,Australia,No,-8782.130000000006,2,
Australia,-99.03,2020-05-12,20,Yes,Australia,No,-8782.130000000006,2,Lag B'Omer
Australia,-98.57,2020-05-13,20,Yes,Australia,No,-8782.130000000006,2,
Australia,-99.03,2020-05-14,20,Yes,Australia,No,-8782.130000000006,2,
Australia,-97.01,2020-05-15,20,Yes,Australia,No,-8782.130000000006,2,
Australia,-94.61,2020-05-16,20,Yes,Australia,No,-8782.130000000006,2,
Australia,-94.71,2020-05-17,20,Yes,Australia,No,-8782.130000000006,2,
Australia,-92.67,2020-05-18,21,Yes,Australia,No,-8782.130000000006,2,
Australia,-92.86,2020-05-19,21,Yes,Australia,No,-8782.130000000006,2,Laylatul Qadr (Night of Power)
Australia,-92.64,2020-05-20,21,Yes,Australia,No,-8782.130000000006,2,
Australia,-91.21,2020-05-21,21,Yes,Australia,No,-8782.130000000006,2,Ascension Day
Australia,-90.45,2020-05-22,21,Yes,Australia,No,-8782.130000000006,2,
Australia,-91.19,2020-05-23,21,Yes,Australia,No,-8782.130000000006,2,
Australia,-90.08,2020-05-24,21,Yes,Australia,No,-8782.130000000006,2,Eid ul Fitr
Australia,-96.13,2020-05-25,22,Yes,Australia,No,-8782.130000000006,2,Day off for Hari Raya Puasa
Australia,-87.49,2020-05-26,22,Yes,Australia,No,-8782.130000000006,2,National Sorry Day
Australia,-76.07,2020-05-27,22,Yes,Australia,No,-8782.130000000006,2,
Australia,-84.39,2020-05-28,22,Yes,Australia,No,-8782.130000000006,2,
Australia,-88.53,2020-05-29,22,Yes,Australia,No,-8782.130000000006,2,Shavuot
Australia,-88.12,2020-05-30,22,Yes,Australia,No,-8782.130000000006,2,
Australia,-86.44,2020-05-31,22,Yes,Australia,No,-8782.130000000006,2,Pentecost
Australia,-45.0,2020-06-01,23,Yes,Australia,No,-8782.130000000006,2,Whit Monday
Australia,-46.23,2020-06-02,23,Yes,Australia,No,-8782.130000000006,2,
Australia,-39.88,2020-06-03,23,Yes,Australia,No,-8782.130000000006,2,
Australia,-37.86,2020-06-04,23,Yes,Australia,No,-8782.130000000006,2,
Australia,-33.66,2020-06-05,23,Yes,Australia,No,-8782.130000000006,2,
Australia,-36.17,2020-06-06,23,Yes,Australia,No,-8782.130000000006,2,Queensland Day
Australia,-39.91,2020-06-07,23,Yes,Australia,No,-8782.130000000006,2,Trinity Sunday
Australia,-40.35,2020-06-08,24,Yes,Australia,No,-8782.130000000006,2,Queen's Birthday
Australia,-34.78,2020-06-09,24,Yes,Australia,No,-8782.130000000006,2,
Australia,-30.08,2020-06-10,24,Yes,Australia,No,-8782.130000000006,2,
Australia,-19.75,2020-06-11,24,Yes,Australia,No,-8782.130000000006,2,Corpus Christi
Australia,-17.3,2020-06-12,24,Yes,Australia,No,-8782.130000000006,2,
Australia,-20.12,2020-06-13,24,Yes,Australia,No,-8782.130000000006,2,
Australia,-16.99,2020-06-14,24,Yes,Australia,No,-8782.130000000006,2,
Australia,-24.7,2020-06-15,25,Yes,Australia,No,-8782.130000000006,2,Queen's Birthday
Australia,-16.24,2020-06-16,25,Yes,Australia,No,-8782.130000000006,2,
Australia,-15.31,2020-06-17,25,Yes,Australia,No,-8782.130000000006,2,
Australia,-9.31,2020-06-18,25,Yes,Australia,No,-8782.130000000006,2,
Australia,-5.75,2020-06-19,25,Yes,Australia,No,-8782.130000000006,2,
Australia,-7.97,2020-06-20,25,Yes,Australia,No,-8782.130000000006,2,
Australia,-2.8,2020-06-21,25,Yes,Australia,No,-8782.130000000006,2,June Solstice
Australia,-16.21,2020-06-22,26,Yes,Australia,No,-8782.130000000006,2,
Australia,-17.85,2020-06-23,26,Yes,Australia,No,-8782.130000000006,2,
Australia,-6.37,2020-06-24,26,Yes,Australia,No,-8782.130000000006,2,
Australia,-0.93,2020-06-25,26,Yes,Australia,No,-8782.130000000006,2,
Australia,44.66,2020-06-26,26,Yes,Australia,No,-8782.130000000006,2,
Australia,3.65,2020-06-27,26,Yes,Australia,No,-8782.130000000006,2,
Australia,-1.02,2020-06-28,26,Yes,Australia,No,-8782.130000000006,2,
Australia,-10.52,2020-06-29,27,Yes,Australia,No,-8782.130000000006,2,
Australia,-75.1,2020-06-30,27,Yes,Australia,No,-8782.130000000006,2,
Australia,6.95,2020-07-01,27,Yes,Australia,No,-8782.130000000006,2,
Australia,-71.81,2020-07-02,27,Yes,Australia,No,-8782.130000000006,2,
Australia,-69.29,2020-07-03,27,Yes,Australia,No,-8782.130000000006,2,
Australia,-77.17,2020-07-04,27,Yes,Australia,No,-8782.130000000006,2,
Australia,-22.81,2020-07-05,27,Yes,Australia,No,-8782.130000000006,2,First Day of NAIDOC Week
Australia,-28.5,2020-07-06,28,Yes,Australia,No,-8782.130000000006,2,
Australia,58.45,2020-07-07,28,Yes,Australia,No,-8782.130000000006,2,
Australia,19.85,2020-07-08,28,Yes,Australia,No,-8782.130000000006,2,
Australia,-19.98,2020-07-09,28,Yes,Australia,No,-8782.130000000006,2,
Australia,-12.49,2020-07-10,28,Yes,Australia,No,-8782.130000000006,2,
Australia,-12.62,2020-07-11,28,Yes,Australia,No,-8782.130000000006,2,
Australia,-10.99,2020-07-12,28,Yes,Australia,No,-8782.130000000006,2,
Australia,-25.7,2020-07-13,29,Yes,Australia,No,-8782.130000000006,2,
Australia,-28.64,2020-07-14,29,Yes,Australia,No,-8782.130000000006,2,
Australia,-25.12,2020-07-15,29,Yes,Australia,No,-8782.130000000006,2,
Australia,-17.69,2020-07-16,29,Yes,Australia,No,-8782.130000000006,2,
Australia,-15.47,2020-07-17,29,Yes,Australia,No,-8782.130000000006,2,
Australia,-14.77,2020-07-18,29,Yes,Australia,No,-8782.130000000006,2,
Australia,-13.94,2020-07-19,29,Yes,Australia,No,-8782.130000000006,2,
Australia,-30.55,2020-07-20,30,Yes,Australia,No,-8782.130000000006,2,
Australia,-37.54,2020-07-21,30,Yes,Australia,No,-8782.130000000006,2,
Australia,-31.06,2020-07-22,30,Yes,Australia,No,-8782.130000000006,2,
Australia,-28.8,2020-07-23,30,Yes,Australia,No,-8782.130000000006,2,
Australia,-17.6,2020-07-24,30,Yes,Australia,No,-8782.130000000006,2,
Australia,-19.04,2020-07-25,30,Yes,Australia,No,-8782.130000000006,2,
Australia,-22.34,2020-07-26,30,Yes,Australia,No,-8782.130000000006,2,
Australia,-42.73,2020-07-27,31,Yes,Australia,No,-8782.130000000006,2,
Australia,-41.41,2020-07-28,31,Yes,Australia,No,-8782.130000000006,2,
Australia,-32.82,2020-07-29,31,Yes,Australia,No,-8782.130000000006,2,
Australia,-22.16,2020-07-30,31,Yes,Australia,No,-8782.130000000006,2,Tisha B'Av
Australia,-17.63,2020-07-31,31,Yes,Australia,No,-8782.130000000006,2,Hari Raya Haji
Australia,-16.92,2020-08-01,31,Yes,Australia,No,-8782.130000000006,2,Eid ul Adha
Australia,-16.2,2020-08-02,31,Yes,Australia,No,-8782.130000000006,2,
Australia,-38.52,2020-08-03,32,Yes,Australia,No,-8782.130000000006,2,
Australia,-38.53,2020-08-04,32,Yes,Australia,No,-8782.130000000006,2,
Australia,-31.92,2020-08-05,32,Yes,Australia,No,-8782.130000000006,2,
Australia,-32.33,2020-08-06,32,Yes,Australia,No,-8782.130000000006,2,
Australia,-30.7,2020-08-07,32,Yes,Australia,No,-8782.130000000006,2,
Australia,-21.36,2020-08-08,32,Yes,Australia,No,-8782.130000000006,2,
Australia,-27.46,2020-08-09,32,Yes,Australia,No,-8782.130000000006,2,
Australia,-44.04,2020-08-10,33,Yes,Australia,No,-8782.130000000006,2,
Australia,-45.74,2020-08-11,33,Yes,Australia,No,-8782.130000000006,2,
Australia,-40.82,2020-08-12,33,Yes,Australia,No,-8782.130000000006,2,
Australia,-21.39,2020-08-13,33,Yes,Australia,No,-8782.130000000006,2,
Australia,-18.28,2020-08-14,33,Yes,Australia,No,-8782.130000000006,2,
Australia,-18.63,2020-08-15,33,Yes,Australia,No,-8782.130000000006,2,Assumption of Mary
Australia,-19.58,2020-08-16,33,Yes,Australia,No,-8782.130000000006,2,
Australia,-42.71,2020-08-17,34,Yes,Australia,No,-8782.130000000006,2,
Australia,-45.19,2020-08-18,34,Yes,Australia,No,-8782.130000000006,2,
Australia,-40.62,2020-08-19,34,Yes,Australia,No,-8782.130000000006,2,
Australia,-30.55,2020-08-20,34,Yes,Australia,No,-8782.130000000006,2,Muharram/Islamic New Year
Australia,-22.26,2020-08-21,34,Yes,Australia,No,-8782.130000000006,2,
Australia,-17.81,2020-08-22,34,Yes,Australia,No,-8782.130000000006,2,
Australia,-25.03,2020-08-23,34,Yes,Australia,No,-8782.130000000006,2,
Australia,-38.49,2020-08-24,35,Yes,Australia,No,-8782.130000000006,2,
Australia,-38.38,2020-08-25,35,Yes,Australia,No,-8782.130000000006,2,
Australia,-34.39,2020-08-26,35,Yes,Australia,No,-8782.130000000006,2,
Australia,-27.56,2020-08-27,35,Yes,Australia,No,-8782.130000000006,2,
Australia,-14.61,2020-08-28,35,Yes,Australia,No,-8782.130000000006,2,
Australia,-18.39,2020-08-29,35,Yes,Australia,No,-8782.130000000006,2,
Australia,-54.08,2020-08-30,35,Yes,Australia,No,-8782.130000000006,2,
Australia,-30.03,2020-08-31,36,Yes,Australia,No,-8782.130000000006,2,
Australia,-36.66,2020-09-01,36,Yes,Australia,No,-8782.130000000006,2,
Australia,-31.66,2020-09-02,36,Yes,Australia,No,-8782.130000000006,2,
Australia,-20.63,2020-09-03,36,Yes,Australia,No,-8782.130000000006,2,
Australia,-8.92,2020-09-04,36,Yes,Australia,No,-8782.130000000006,2,
Australia,-5.08,2020-09-05,36,Yes,Australia,No,-8782.130000000006,2,
Australia,40.72,2020-09-06,36,Yes,Australia,No,-8782.130000000006,2,Father's Day
Australia,-90.75,2020-09-07,37,Yes,Australia,No,-8782.130000000006,2,
Australia,-32.08,2020-09-08,37,Yes,Australia,No,-8782.130000000006,2,
Australia,-29.98,2020-09-09,37,Yes,Australia,No,-8782.130000000006,2,
Australia,-21.26,2020-09-10,37,Yes,Australia,No,-8782.130000000006,2,
Australia,-12.0,2020-09-11,37,Yes,Australia,No,-8782.130000000006,2,
Australia,-6.59,2020-09-12,37,Yes,Australia,No,-8782.130000000006,2,
Australia,-9.0,2020-09-13,37,Yes,Australia,No,-8782.130000000006,2,
Australia,-37.72,2020-09-14,38,Yes,Australia,No,-8782.130000000006,2,
Australia,-29.85,2020-09-15,38,Yes,Australia,No,-8782.130000000006,2,
Australia,-23.1,2020-09-16,38,Yes,Australia,No,-8782.130000000006,2,
Australia,-16.06,2020-09-17,38,Yes,Australia,No,-8782.130000000006,2,
Australia,-3.71,2020-09-18,38,Yes,Australia,No,-8782.130000000006,2,
Australia,-1.12,2020-09-19,38,Yes,Australia,No,-8782.130000000006,2,Rosh Hashana
Australia,-4.14,2020-09-20,38,Yes,Australia,No,-8782.130000000006,2,
Australia,-18.23,2020-09-21,39,Yes,Australia,No,-8782.130000000006,2,
Australia,-17.29,2020-09-22,39,Yes,Australia,No,-8782.130000000006,2,September Equinox
Australia,-15.77,2020-09-23,39,Yes,Australia,No,-8782.130000000006,2,
Australia,-16.87,2020-09-24,39,Yes,Australia,No,-8782.130000000006,2,
Australia,-2.99,2020-09-25,39,Yes,Australia,No,-8782.130000000006,2,
Australia,26.82,2020-09-26,39,Yes,Australia,No,-8782.130000000006,2,
Australia,8.26,2020-09-27,39,Yes,Australia,No,-8782.130000000006,2,
Australia,-12.08,2020-09-28,40,Yes,Australia,No,-8782.130000000006,2,Yom Kippur
Australia,-12.2,2020-09-29,40,Yes,Australia,No,-8782.130000000006,2,
Australia,-7.6,2020-09-30,40,Yes,Australia,No,-8782.130000000006,2,
Australia,-1.38,2020-10-01,40,Yes,Australia,No,-8782.130000000006,2,
Australia,2.83,2020-10-02,40,Yes,Australia,No,-8782.130000000006,2,
Australia,3.68,2020-10-03,40,Yes,Australia,No,-8782.130000000006,2,First day of Sukkot
Australia,21.22,2020-10-04,40,Yes,Australia,No,-8782.130000000006,2,Daylight Saving Time starts
Australia,10.63,2020-10-05,41,Yes,Australia,No,-8782.130000000006,2,Territory Day
Australia,-5.72,2020-10-06,41,Yes,Australia,No,-8782.130000000006,2,
Australia,-6.74,2020-10-07,41,Yes,Australia,No,-8782.130000000006,2,
Australia,-3.79,2020-10-08,41,Yes,Australia,No,-8782.130000000006,2,
Australia,3.73,2020-10-09,41,Yes,Australia,No,-8782.130000000006,2,Hoshana Rabbah
Australia,7.71,2020-10-10,41,Yes,Australia,No,-8782.130000000006,2,Shemini Atzeret
Australia,3.02,2020-10-11,41,Yes,Australia,No,-8782.130000000006,2,Simchat Torah
Australia,-19.24,2020-10-12,42,Yes,Australia,No,-8782.130000000006,2,Norfolk Island Agricultural Show Day
Australia,-24.03,2020-10-13,42,Yes,Australia,No,-8782.130000000006,2,
Australia,-10.92,2020-10-14,42,Yes,Australia,No,-8782.130000000006,2,
Australia,-6.64,2020-10-15,42,Yes,Australia,No,-8782.130000000006,2,
Australia,-1.35,2020-10-16,42,Yes,Australia,No,-8782.130000000006,2,
Australia,12.39,2020-10-17,42,Yes,Australia,No,-8782.130000000006,2,
Australia,5.34,2020-10-18,42,Yes,Australia,No,-8782.130000000006,2,
Australia,-21.41,2020-10-19,43,Yes,Australia,No,-8782.130000000006,2,
Australia,-18.2,2020-10-20,43,Yes,Australia,No,-8782.130000000006,2,
Australia,-21.03,2020-10-21,43,Yes,Australia,No,-8782.130000000006,2,
Australia,-4.37,2020-10-22,43,Yes,Australia,No,-8782.130000000006,2,
Australia,11.09,2020-10-23,43,Yes,Australia,No,-8782.130000000006,2,
Australia,5.32,2020-10-24,43,Yes,Australia,No,-8782.130000000006,2,
Australia,1.37,2020-10-25,43,Yes,Australia,No,-8782.130000000006,2,
Australia,-22.73,2020-10-26,44,Yes,Australia,No,-8782.130000000006,2,
Australia,-28.21,2020-10-27,44,Yes,Australia,No,-8782.130000000006,2,
Australia,3.99,2020-10-28,44,Yes,Australia,No,-8782.130000000006,2,
Australia,23.3,2020-10-29,44,Yes,Australia,No,-8782.130000000006,2,Milad un Nabi (Mawlid)
Australia,43.78,2020-10-30,44,Yes,Australia,No,-8782.130000000006,2,
Australia,36.89,2020-10-31,44,Yes,Australia,No,-8782.130000000006,2,Halloween
Australia,44.54,2020-11-01,44,Yes,Australia,No,-8782.130000000006,2,All Saints' Day
Australia,14.37,2020-11-02,45,Yes,Australia,No,-8782.130000000006,2,All Souls' Day
Australia,33.96,2020-11-03,45,Yes,Australia,No,-8782.130000000006,2,
Australia,25.25,2020-11-04,45,Yes,Australia,No,-8782.130000000006,2,
Australia,35.81,2020-11-05,45,Yes,Australia,No,-8782.130000000006,2,
Australia,46.46,2020-11-06,45,Yes,Australia,No,-8782.130000000006,2,
Australia,58.85,2020-11-07,45,Yes,Australia,No,-8782.130000000006,2,
Australia,56.68,2020-11-08,45,Yes,Australia,No,-8782.130000000006,2,
Australia,15.98,2020-11-09,46,Yes,Australia,No,-8782.130000000006,2,
Australia,28.19,2020-11-10,46,Yes,Australia,No,-8782.130000000006,2,
Australia,19.38,2020-11-11,46,Yes,Australia,No,-8782.130000000006,2,Remembrance Day
Australia,38.72,2020-11-12,46,Yes,Australia,No,-8782.130000000006,2,
Australia,50.74,2020-11-13,46,Yes,Australia,No,-8782.130000000006,2,
Australia,67.02,2020-11-14,46,Yes,Australia,No,-8782.130000000006,2,Diwali/Deepavali
Australia,67.25,2020-11-15,46,Yes,Australia,No,-8782.130000000006,2,
Australia,19.27,2020-11-16,47,Yes,Australia,No,-8782.130000000006,2,
Australia,12.39,2020-11-17,47,Yes,Australia,No,-8782.130000000006,2,
Australia,32.02,2020-11-18,47,Yes,Australia,No,-8782.130000000006,2,
Australia,44.14,2020-11-19,47,Yes,Australia,No,-8782.130000000006,2,
Australia,56.59,2020-11-20,47,Yes,Australia,No,-8782.130000000006,2,
Australia,60.98,2020-11-21,47,Yes,Australia,No,-8782.130000000006,2,
Australia,59.76,2020-11-22,47,Yes,Australia,No,-8782.130000000006,2,
Australia,15.19,2020-11-23,48,Yes,Australia,No,-8782.130000000006,2,
Australia,12.7,2020-11-24,48,Yes,Australia,No,-8782.130000000006,2,
Australia,41.26,2020-11-25,48,Yes,Australia,No,-8782.130000000006,2,Thanksgiving Day
Australia,-28.11,2020-11-26,48,Yes,Australia,No,-8782.130000000006,2,
Australia,59.1,2020-11-27,48,Yes,Australia,No,-8782.130000000006,2,
Australia,74.95,2020-11-28,48,Yes,Australia,No,-8782.130000000006,2,
Australia,65.83,2020-11-29,48,Yes,Australia,No,-8782.130000000006,2,First Sunday of Advent
Australia,32.31,2020-11-30,49,Yes,Australia,No,-8782.130000000006,2,
Australia,23.16,2020-12-01,49,Yes,Australia,No,-8782.130000000006,2,
Australia,36.73,2020-12-02,49,Yes,Australia,No,-8782.130000000006,2,
Australia,46.57,2020-12-03,49,Yes,Australia,No,-8782.130000000006,2,
Canada,-5.0,2020-02-18,8,No,Canada,No,-17299.64,2,
Canada,0.0,2020-02-19,8,No,Canada,No,-17299.64,2,
Canada,-3.0,2020-02-20,8,No,Canada,No,-17299.64,2,
Canada,-2.0,2020-02-21,8,No,Canada,No,-17299.64,2,Yukon Heritage Day
Canada,-1.0,2020-02-22,8,No,Canada,No,-17299.64,2,
Canada,8.0,2020-02-23,8,No,Canada,No,-17299.64,2,
Canada,-2.0,2020-02-24,9,No,Canada,No,-17299.64,2,
Canada,-3.0,2020-02-25,9,No,Canada,No,-17299.64,2,Carnival / Shrove Tuesday
Canada,1.0,2020-02-26,9,No,Canada,No,-17299.64,2,Ash Wednesday
Canada,-12.0,2020-02-27,9,No,Canada,No,-17299.64,2,
Canada,-8.0,2020-02-28,9,No,Canada,No,-17299.64,2,
Canada,-4.0,2020-02-29,9,No,Canada,No,-17299.64,2,
Canada,-7.0,2020-03-01,9,No,Canada,No,-17299.64,2,St David's Day
Canada,-12.0,2020-03-02,10,No,Canada,No,-17299.64,2,
Canada,-7.0,2020-03-03,10,No,Canada,No,-17299.64,2,
Canada,-2.0,2020-03-04,10,No,Canada,No,-17299.64,2,
Canada,-4.0,2020-03-05,10,No,Canada,No,-17299.64,2,
Canada,-8.0,2020-03-06,10,No,Canada,No,-17299.64,2,
Canada,-9.0,2020-03-07,10,No,Canada,No,-17299.64,2,
Canada,-1.0,2020-03-08,10,No,Canada,No,-17299.64,2,Daylight Saving Time starts
Canada,-13.0,2020-03-09,11,No,Canada,No,-17299.64,2,Commonwealth Day
Canada,-18.0,2020-03-10,11,No,Canada,No,-17299.64,2,Purim
Canada,-19.0,2020-03-11,11,No,Canada,No,-17299.64,2,
Canada,-28.0,2020-03-12,11,No,Canada,No,-17299.64,2,
Canada,-40.0,2020-03-13,11,No,Canada,No,-17299.64,2,
Canada,-41.0,2020-03-14,11,No,Canada,No,-17299.64,2,
Canada,-47.0,2020-03-15,11,No,Canada,No,-17299.64,2,
Canada,-60.0,2020-03-16,12,No,Canada,No,-17299.64,2,
Canada,-94.0,2020-03-17,12,No,Canada,No,-17299.64,2,St. Patrick's Day
Canada,-97.0,2020-03-18,12,No,Canada,No,-17299.64,2,
Canada,-99.47,2020-03-19,12,No,Canada,No,-17299.64,2,March Equinox
Canada,-99.72,2020-03-20,12,No,Canada,No,-17299.64,2,
Canada,-99.89,2020-03-21,12,No,Canada,No,-17299.64,2,
Canada,-99.94,2020-03-22,12,No,Canada,No,-17299.64,2,Isra and Mi'raj
Canada,-99.97,2020-03-23,13,No,Canada,No,-17299.64,2,
Canada,-99.99,2020-03-24,13,No,Canada,No,-17299.64,2,
Canada,-99.97,2020-03-25,13,No,Canada,No,-17299.64,2,
Canada,-99.98,2020-03-26,13,No,Canada,No,-17299.64,2,
Canada,-99.98,2020-03-27,13,No,Canada,No,-17299.64,2,
Canada,-100.0,2020-03-28,13,No,Canada,No,-17299.64,2,
Canada,-100.0,2020-03-29,13,No,Canada,No,-17299.64,2,
Canada,-100.0,2020-03-30,14,No,Canada,No,-17299.64,2,
Canada,-100.0,2020-03-31,14,No,Canada,No,-17299.64,2,
Canada,-100.0,2020-04-01,14,Yes,Canada,No,-17299.64,2,
Canada,-100.0,2020-04-02,14,Yes,Canada,No,-17299.64,2,
Canada,-100.0,2020-04-03,14,Yes,Canada,No,-17299.64,2,
Canada,-100.0,2020-04-04,14,Yes,Canada,No,-17299.64,2,
Canada,-100.0,2020-04-05,14,Yes,Canada,No,-17299.64,2,Palm Sunday
Canada,-100.0,2020-04-06,15,Yes,Canada,No,-17299.64,2,National Tartan Day
Canada,-100.0,2020-04-07,15,Yes,Canada,No,-17299.64,2,
Canada,-100.0,2020-04-08,15,Yes,Canada,No,-17299.64,2,
