locality,openingRate,date,weekOfYear,isDateAfterMarch,country,isRateOverLastYear,cumulativePositiveRate,localityPosition,holidayName
Mexico,-93.33,2020-06-05,23,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-93.05,2020-06-06,23,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-94.76,2020-06-07,23,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-94.15,2020-06-08,24,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-94.3,2020-06-09,24,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-93.93,2020-06-10,24,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-92.94,2020-06-11,24,Yes,Mexico,No,-18204.959999999992,3,Corpus Christi
Mexico,-90.88,2020-06-12,24,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-91.9,2020-06-13,24,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-95.29,2020-06-14,24,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-91.84,2020-06-15,25,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-91.24,2020-06-16,25,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-91.38,2020-06-17,25,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-90.27,2020-06-18,25,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-87.32,2020-06-19,25,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-86.5,2020-06-20,25,Yes,Mexico,No,-18204.959999999992,3,June Solstice
Mexico,-83.28,2020-06-21,25,Yes,Mexico,No,-18204.959999999992,3,Father's Day
Mexico,-88.27,2020-06-22,26,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-88.0,2020-06-23,26,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-88.58,2020-06-24,26,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-87.34,2020-06-25,26,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-84.49,2020-06-26,26,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-84.21,2020-06-27,26,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-86.86,2020-06-28,26,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-87.25,2020-06-29,27,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-87.52,2020-06-30,27,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-82.96,2020-07-01,27,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-82.78,2020-07-02,27,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-79.87,2020-07-03,27,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-79.28,2020-07-04,27,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-78.75,2020-07-05,27,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-76.25,2020-07-06,28,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-79.75,2020-07-07,28,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-79.14,2020-07-08,28,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-78.55,2020-07-09,28,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-74.84,2020-07-10,28,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-75.37,2020-07-11,28,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-76.0,2020-07-12,28,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-74.04,2020-07-13,29,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-75.46,2020-07-14,29,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-74.75,2020-07-15,29,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-75.03,2020-07-16,29,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-72.01,2020-07-17,29,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-71.39,2020-07-18,29,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-74.43,2020-07-19,29,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-72.97,2020-07-20,30,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-73.39,2020-07-21,30,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-71.86,2020-07-22,30,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-69.39,2020-07-23,30,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-69.02,2020-07-24,30,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-67.37,2020-07-25,30,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-70.31,2020-07-26,30,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-70.99,2020-07-27,31,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-69.1,2020-07-28,31,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-69.0,2020-07-29,31,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-68.58,2020-07-30,31,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-65.65,2020-07-31,31,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-65.3,2020-08-01,31,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-66.07,2020-08-02,31,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-62.73,2020-08-03,32,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-68.23,2020-08-04,32,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-65.13,2020-08-05,32,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-65.48,2020-08-06,32,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-62.83,2020-08-07,32,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-63.5,2020-08-08,32,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-64.3,2020-08-09,32,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-60.82,2020-08-10,33,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-63.96,2020-08-11,33,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-63.82,2020-08-12,33,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-64.87,2020-08-13,33,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-60.08,2020-08-14,33,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-55.9,2020-08-15,33,Yes,Mexico,No,-18204.959999999992,3,Assumption of Mary
Mexico,-60.25,2020-08-16,33,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-58.95,2020-08-17,34,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-59.77,2020-08-18,34,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-63.14,2020-08-19,34,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-60.76,2020-08-20,34,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-54.85,2020-08-21,34,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-50.74,2020-08-22,34,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-54.54,2020-08-23,34,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-54.8,2020-08-24,35,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-57.33,2020-08-25,35,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-59.73,2020-08-26,35,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-53.41,2020-08-27,35,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-52.98,2020-08-28,35,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-49.12,2020-08-29,35,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-52.34,2020-08-30,35,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-52.54,2020-08-31,36,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-51.97,2020-09-01,36,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-49.39,2020-09-02,36,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-47.47,2020-09-03,36,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-46.09,2020-09-04,36,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-41.25,2020-09-05,36,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-39.53,2020-09-06,36,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-36.71,2020-09-07,37,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-47.47,2020-09-08,37,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-46.3,2020-09-09,37,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-45.59,2020-09-10,37,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-36.03,2020-09-11,37,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-34.71,2020-09-12,37,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-46.52,2020-09-13,37,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-55.95,2020-09-14,38,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-0.68,2020-09-15,38,Yes,Mexico,No,-18204.959999999992,3,Shout of Dolores
Mexico,-29.45,2020-09-16,38,Yes,Mexico,No,-18204.959999999992,3,Independence Day
Mexico,-46.27,2020-09-17,38,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-41.07,2020-09-18,38,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-36.18,2020-09-19,38,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-43.12,2020-09-20,38,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-43.61,2020-09-21,39,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-44.81,2020-09-22,39,Yes,Mexico,No,-18204.959999999992,3,September Equinox
Mexico,-44.03,2020-09-23,39,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-42.68,2020-09-24,39,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-38.87,2020-09-25,39,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-33.59,2020-09-26,39,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-35.37,2020-09-27,39,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-38.67,2020-09-28,40,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-41.93,2020-09-29,40,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-38.9,2020-09-30,40,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-38.69,2020-10-01,40,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-36.3,2020-10-02,40,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-29.95,2020-10-03,40,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-28.71,2020-10-04,40,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-23.73,2020-10-05,41,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-43.12,2020-10-06,41,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-42.63,2020-10-07,41,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-39.87,2020-10-08,41,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-33.61,2020-10-09,41,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-27.59,2020-10-10,41,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-32.41,2020-10-11,41,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-37.3,2020-10-12,42,Yes,Mexico,No,-18204.959999999992,3,Columbus Day
Mexico,-41.09,2020-10-13,42,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-37.55,2020-10-14,42,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-33.49,2020-10-15,42,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-30.16,2020-10-16,42,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-25.66,2020-10-17,42,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-25.46,2020-10-18,42,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-32.59,2020-10-19,43,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-37.91,2020-10-20,43,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-40.73,2020-10-21,43,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-38.46,2020-10-22,43,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-32.22,2020-10-23,43,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-30.26,2020-10-24,43,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-36.46,2020-10-25,43,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-44.57,2020-10-26,44,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-40.71,2020-10-27,44,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-37.58,2020-10-28,44,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-35.7,2020-10-29,44,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-39.52,2020-10-30,44,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-40.89,2020-10-31,44,Yes,Mexico,No,-18204.959999999992,3,Halloween
Mexico,-40.35,2020-11-01,44,Yes,Mexico,No,-18204.959999999992,3,All Saints' Day
Mexico,-28.04,2020-11-02,45,Yes,Mexico,No,-18204.959999999992,3,All Souls' Day
Mexico,-48.69,2020-11-03,45,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-49.96,2020-11-04,45,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-47.67,2020-11-05,45,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-43.16,2020-11-06,45,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-38.92,2020-11-07,45,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-42.5,2020-11-08,45,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-42.29,2020-11-09,46,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-42.13,2020-11-10,46,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-41.38,2020-11-11,46,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-42.02,2020-11-12,46,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-34.81,2020-11-13,46,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-31.42,2020-11-14,46,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-35.67,2020-11-15,46,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-34.88,2020-11-16,47,Yes,Mexico,No,-18204.959999999992,3,Day off for Revolution Day Memorial
Mexico,-38.26,2020-11-17,47,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-42.18,2020-11-18,47,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-39.19,2020-11-19,47,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-37.47,2020-11-20,47,Yes,Mexico,No,-18204.959999999992,3,Revolution Day Memorial
Mexico,-32.33,2020-11-21,47,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-36.07,2020-11-22,47,Yes,Mexico,No,-18204.959999999992,3,Christ the King Day
Mexico,-39.15,2020-11-23,48,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-40.29,2020-11-24,48,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-41.8,2020-11-25,48,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-40.77,2020-11-26,48,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-40.39,2020-11-27,48,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-36.38,2020-11-28,48,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-37.93,2020-11-29,48,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-41.05,2020-11-30,49,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-47.55,2020-12-01,49,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-46.43,2020-12-02,49,Yes,Mexico,No,-18204.959999999992,3,
Mexico,-48.49,2020-12-03,49,Yes,Mexico,No,-18204.959999999992,3,
United Kingdom,1.0,2020-02-18,8,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-1.0,2020-02-19,8,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-2.0,2020-02-20,8,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,0.0,2020-02-21,8,No,United Kingdom,No,-14571.930000000008,0,Maha Shivaratri
United Kingdom,-1.0,2020-02-22,8,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-4.0,2020-02-23,8,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-6.0,2020-02-24,9,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-5.0,2020-02-25,9,No,United Kingdom,No,-14571.930000000008,0,Carnival / Shrove Tuesday
United Kingdom,-5.0,2020-02-26,9,No,United Kingdom,No,-14571.930000000008,0,Carnival / Ash Wednesday
United Kingdom,-8.0,2020-02-27,9,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-2.0,2020-02-28,9,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-3.0,2020-02-29,9,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-2.0,2020-03-01,9,No,United Kingdom,No,-14571.930000000008,0,St. David's Day
United Kingdom,-7.0,2020-03-02,10,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-11.0,2020-03-03,10,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-9.0,2020-03-04,10,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-12.0,2020-03-05,10,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-5.0,2020-03-06,10,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-3.0,2020-03-07,10,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,1.0,2020-03-08,10,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-18.0,2020-03-09,11,No,United Kingdom,No,-14571.930000000008,0,Holi
United Kingdom,-17.0,2020-03-10,11,No,United Kingdom,No,-14571.930000000008,0,Purim
United Kingdom,-14.0,2020-03-11,11,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-24.0,2020-03-12,11,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-26.0,2020-03-13,11,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-20.0,2020-03-14,11,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-31.0,2020-03-15,11,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-52.0,2020-03-16,12,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-82.0,2020-03-17,12,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-88.0,2020-03-18,12,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-91.08,2020-03-19,12,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-93.93,2020-03-20,12,No,United Kingdom,No,-14571.930000000008,0,March Equinox
United Kingdom,-99.96,2020-03-21,12,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.99,2020-03-22,12,No,United Kingdom,No,-14571.930000000008,0,Isra and Mi'raj
United Kingdom,-100.0,2020-03-23,13,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-03-24,13,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-03-25,13,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-03-26,13,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-03-27,13,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-03-28,13,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-03-29,13,No,United Kingdom,No,-14571.930000000008,0,Daylight Saving Time starts
United Kingdom,-100.0,2020-03-30,14,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-03-31,14,No,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-01,14,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-02,14,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-03,14,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-04,14,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-05,14,Yes,United Kingdom,No,-14571.930000000008,0,Palm Sunday
United Kingdom,-100.0,2020-04-06,15,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-07,15,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-08,15,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-09,15,Yes,United Kingdom,No,-14571.930000000008,0,Maundy Thursday
United Kingdom,-100.0,2020-04-10,15,Yes,United Kingdom,No,-14571.930000000008,0,Good Friday
United Kingdom,-100.0,2020-04-11,15,Yes,United Kingdom,No,-14571.930000000008,0,Holy Saturday
United Kingdom,-100.0,2020-04-12,15,Yes,United Kingdom,No,-14571.930000000008,0,Easter Sunday
United Kingdom,-100.0,2020-04-13,16,Yes,United Kingdom,No,-14571.930000000008,0,Easter Monday
United Kingdom,-100.0,2020-04-14,16,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-15,16,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-16,16,Yes,United Kingdom,No,-14571.930000000008,0,Last day of Passover
United Kingdom,-100.0,2020-04-17,16,Yes,United Kingdom,No,-14571.930000000008,0,Orthodox Good Friday
United Kingdom,-100.0,2020-04-18,16,Yes,United Kingdom,No,-14571.930000000008,0,Orthodox Holy Saturday
United Kingdom,-100.0,2020-04-19,16,Yes,United Kingdom,No,-14571.930000000008,0,Orthodox Easter
United Kingdom,-100.0,2020-04-20,17,Yes,United Kingdom,No,-14571.930000000008,0,Orthodox Easter Monday
United Kingdom,-100.0,2020-04-21,17,Yes,United Kingdom,No,-14571.930000000008,0,Yom HaShoah
United Kingdom,-100.0,2020-04-22,17,Yes,United Kingdom,No,-14571.930000000008,0,Stephen Lawrence Day
United Kingdom,-100.0,2020-04-23,17,Yes,United Kingdom,No,-14571.930000000008,0,Ramadan Start
United Kingdom,-100.0,2020-04-24,17,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-25,17,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-26,17,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-27,18,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-28,18,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-04-29,18,Yes,United Kingdom,No,-14571.930000000008,0,Yom HaAtzmaut
United Kingdom,-100.0,2020-04-30,18,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-05-01,18,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-05-02,18,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-05-03,18,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-05-04,19,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-05-05,19,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-05-06,19,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-05-07,19,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-05-08,19,Yes,United Kingdom,No,-14571.930000000008,0,Early May Bank Holiday / VE Day
United Kingdom,-100.0,2020-05-09,19,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-100.0,2020-05-10,19,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.49,2020-05-11,20,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.3,2020-05-12,20,Yes,United Kingdom,No,-14571.930000000008,0,Lag B'Omer
United Kingdom,-99.32,2020-05-13,20,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.92,2020-05-14,20,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.12,2020-05-15,20,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-97.5,2020-05-16,20,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.88,2020-05-17,20,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.38,2020-05-18,21,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.85,2020-05-19,21,Yes,United Kingdom,No,-14571.930000000008,0,Laylatul Qadr (Night of Power)
United Kingdom,-99.0,2020-05-20,21,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.64,2020-05-21,21,Yes,United Kingdom,No,-14571.930000000008,0,Ascension Day
United Kingdom,-98.87,2020-05-22,21,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.02,2020-05-23,21,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.56,2020-05-24,21,Yes,United Kingdom,No,-14571.930000000008,0,Eid ul Fitr
United Kingdom,-99.96,2020-05-25,22,Yes,United Kingdom,No,-14571.930000000008,0,Spring Bank Holiday
United Kingdom,-98.98,2020-05-26,22,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.31,2020-05-27,22,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.22,2020-05-28,22,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.02,2020-05-29,22,Yes,United Kingdom,No,-14571.930000000008,0,Shavuot
United Kingdom,-98.05,2020-05-30,22,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.0,2020-05-31,22,Yes,United Kingdom,No,-14571.930000000008,0,Pentecost
United Kingdom,-98.98,2020-06-01,23,Yes,United Kingdom,No,-14571.930000000008,0,Whit Monday
United Kingdom,-99.27,2020-06-02,23,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.89,2020-06-03,23,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.34,2020-06-04,23,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.48,2020-06-05,23,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-97.58,2020-06-06,23,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.77,2020-06-07,23,Yes,United Kingdom,No,-14571.930000000008,0,Trinity Sunday
United Kingdom,-98.71,2020-06-08,24,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.96,2020-06-09,24,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.06,2020-06-10,24,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.8,2020-06-11,24,Yes,United Kingdom,No,-14571.930000000008,0,Corpus Christi
United Kingdom,-98.74,2020-06-12,24,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.18,2020-06-13,24,Yes,United Kingdom,No,-14571.930000000008,0,Queen's Birthday
United Kingdom,-99.27,2020-06-14,24,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.28,2020-06-15,25,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.27,2020-06-16,25,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.24,2020-06-17,25,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.98,2020-06-18,25,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.74,2020-06-19,25,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-97.93,2020-06-20,25,Yes,United Kingdom,No,-14571.930000000008,0,June Solstice
United Kingdom,-98.56,2020-06-21,25,Yes,United Kingdom,No,-14571.930000000008,0,Father's Day
United Kingdom,-99.25,2020-06-22,26,Yes,United Kingdom,No,-14571.930000000008,0,Windrush Day
United Kingdom,-99.36,2020-06-23,26,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-98.95,2020-06-24,26,Yes,United Kingdom,No,-14571.930000000008,0,
United Kingdom,-99.12,2020-06-25,26,Yes,United Kingdom,No,-14571.930000000008,0,
